,model,phase_strategy,bias,threshold,lr,avg_error,trained_weights,initial_weights,neuron_outputs,matrix,report
50,phase-encoding,angle,False,0.9,0.1,0.5625,"[-45.699085606162484, -18.502047810902617, -31.138706953203787, -57.99883166310414, -158.01758826954006, -36.259686774508715, 0.6725610295221127, 0.0713396872572073]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
51,phase-encoding,angle,True,0.9,0.1,0.5625,"[-45.699085606162484, -18.502047810902617, -31.138706953203787, -57.99883166310414, -57.208750637122094, -58.08902482474467, -57.44690306188821, -58.04812440415309, -262.105281113042, -20.127386513085934, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
52,phase-encoding,radius,False,0.3,0.02,0.5625,"[-7.553601381662381, -8.9986737957086, -15.21600118393748, -17.783311271336984, -26.357091596930157, -6.158153761956864, 0.6725610295221127, 0.0713396872572073]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
53,phase-encoding,radius,True,0.3,0.02,0.425,"[-3.4967992004585344, -2.552174291848107, -6.95394924184886, -7.996953419715429, -7.206872393733347, -8.087146581355961, -7.445024818499473, -8.04624616076438, -19.255536680806692, -0.6523043776106544, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[[7 0]
 [7 2]]","              precision    recall  f1-score   support

         0.0       0.50      1.00      0.67         7
         1.0       1.00      0.22      0.36         9

    accuracy                           0.56        16
   macro avg       0.75      0.61      0.52        16
weighted avg       0.78      0.56      0.50        16
"
54,phase-encoding,radius,False,0.3,0.1,0.5625,"[-37.602579438323, -43.333898411526654, -75.16462018175385, -86.71208030140286, -131.39712111250668, -29.979697991065265, 0.6725610295221127, 0.0713396872572073]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
55,phase-encoding,radius,True,0.3,0.1,0.5625,"[-18.909478484649664, -19.815396554072915, -40.46684963941226, -44.14425207397164, -43.35417104798957, -44.23444523561218, -43.59232347275569, -44.193544815020594, -110.87311345056737, -7.890225521934999, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
56,phase-encoding,radius,False,0.5,0.02,0.5625,"[-8.793468188875881, -10.254904181618334, -17.739920373795282, -20.69659120982548, -30.699504842374036, -7.189682234253193, 0.6725610295221127, 0.0713396872572073]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
57,phase-encoding,radius,True,0.5,0.02,0.5625,"[-8.551236117986173, -10.019669325238274, -17.381930475063058, -20.272327141113564, -19.482246115131506, -20.362520302754096, -19.720398539897623, -20.321619882162512, -50.2611687754095, -3.117713450546538, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
58,phase-encoding,radius,False,0.5,0.1,0.5625,"[-42.73384127982425, -51.07582022798646, -87.62563748728063, -100.99563728137181, -152.9634508436911, -34.95315446074478, 0.6725610295221127, 0.0713396872572073]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
59,phase-encoding,radius,True,0.5,0.1,0.5625,"[-43.87457869880934, -52.32303382348641, -89.74990155599257, -103.82406440611814, -103.03398338013602, -103.91425756775868, -103.27213580490215, -103.87335714716708, -260.3416449452017, -19.98356780479106, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
60,phase-encoding,radius,False,0.7,0.02,0.5625,"[-8.823764459910509, -10.331472724113256, -17.836488916290204, -20.809728294815326, -30.874946890477514, -7.227585941569233, 0.6725610295221127, 0.0713396872572073]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
71,phase-encoding,radius,True,0.7,0.02,0.5625,"[-8.823764459910509, -10.331472724113256, -17.836488916290204, -20.809728294815326, -20.019647268833268, -20.899921456455857, -20.257799693599384, -20.859021035864274, -51.62105622260869, -3.225477302617185, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
72,phase-encoding,radius,False,0.7,0.1,0.5625,"[-44.10138163601603, -52.60232314536776, -90.14990155599259, -104.3897498310674, -157.74780886266032, -36.22171339785481, 0.6725610295221127, 0.0713396872572073]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
73,phase-encoding,radius,True,0.7,0.1,0.5625,"[-44.21443440412186, -52.74374450160507, -90.2913229122299, -104.53117118730472, -103.7410901613226, -104.62136434894526, -103.97924258608873, -104.58046392835367, -262.105281113042, -20.127386513085934, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
74,phase-encoding,radius,False,0.9,0.02,0.5625,"[-8.823764459910509, -10.331472724113256, -17.836488916290204, -20.809728294815326, -30.874946890477514, -7.227585941569233, 0.6725610295221127, 0.0713396872572073]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
75,phase-encoding,radius,True,0.9,0.02,0.5625,"[-8.823764459910509, -10.331472724113256, -17.836488916290204, -20.809728294815326, -20.019647268833268, -20.899921456455857, -20.257799693599384, -20.859021035864274, -51.62105622260869, -3.225477302617185, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
76,phase-encoding,radius,False,0.9,0.1,0.5625,"[-44.21443440412186, -52.74374450160507, -90.2913229122299, -104.53117118730472, -158.01758826954006, -36.259686774508715, 0.6725610295221127, 0.0713396872572073]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
77,phase-encoding,radius,True,0.9,0.1,0.5625,"[-44.21443440412186, -52.74374450160507, -90.2913229122299, -104.53117118730472, -103.7410901613226, -104.62136434894526, -103.97924258608873, -104.58046392835367, -262.105281113042, -20.127386513085934, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
78,phase-encoding,angleradius,False,0.3,0.02,0.5625,"[-7.47777263069866, -8.636475932273866, -15.040853997679873, -17.500468558862373, -6.687731192691418, -2.9175073307172386, -4.746686297920261, -9.714721428675048, -25.793759891247014, -5.10080728496039]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
79,phase-encoding,angleradius,True,0.3,0.02,0.625,"[-6.697185532489618, -8.386695158571301, -13.718255151381674, -15.407432486550247, -14.61735146056819, -15.497625648190779, -14.855503885334308, -15.456725227599197, -5.876582266422308, -2.239402334005174, -4.7176986295334045, -7.623671834103947, -7.623671834103947, -7.623671834103947, -7.623671834103947, -7.623671834103947, -38.431671532917264, -2.1021683317593243]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]","[[2 5]
 [5 4]]","              precision    recall  f1-score   support

         0.0       0.29      0.29      0.29         7
         1.0       0.44      0.44      0.44         9

    accuracy                           0.38        16
   macro avg       0.37      0.37      0.37        16
weighted avg       0.38      0.38      0.38        16
"
80,phase-encoding,angleradius,False,0.3,0.1,0.5625,"[-34.428095440158124, -40.70208921101592, -72.16167645660165, -81.76233283309679, -33.97041688534112, -13.684480463313218, -26.89491450572845, -45.403213973454676, -124.18757963328349, -27.175119113740422]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
81,phase-encoding,angleradius,True,0.3,0.1,0.5,"[-38.109534850638454, -44.903465862550135, -76.70015408768667, -87.41918708258945, -86.62910605660733, -87.50938024422999, -86.86725848137345, -87.46847982363839, -37.7895294353114, -14.75695495481222, -27.58849314766725, -47.61614631430159, -47.61614631430159, -47.61614631430159, -47.61614631430159, -47.61614631430159, -219.88423376762168, -16.605462627464775]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]","[[6 1]
 [7 2]]","              precision    recall  f1-score   support

         0.0       0.46      0.86      0.60         7
         1.0       0.67      0.22      0.33         9

    accuracy                           0.50        16
   macro avg       0.56      0.54      0.47        16
weighted avg       0.58      0.50      0.45        16
"
82,phase-encoding,angleradius,False,0.5,0.02,0.5625,"[-8.796599237091206, -10.283188452865796, -17.739920373795282, -20.69659120982548, -8.199598422747027, -3.7085813762988575, -5.579208351121552, -11.489721277953372, -30.618616078107074, -6.2174814946878]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
83,phase-encoding,angleradius,True,0.5,0.02,0.5625,"[-8.812766708159161, -10.279112044338259, -17.75163610254782, -20.724875481072942, -19.934794455090884, -20.815068642713474, -20.172946879857, -20.77416822212189, -8.131516912206095, -2.736182701872394, -5.236061417375717, -10.576768928478481, -10.576768928478481, -10.576768928478481, -10.576768928478481, -10.576768928478481, -51.40568901609335, -3.2085338591606116]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
