,model,phase_strategy,bias,threshold,lr,avg_error,trained_weights,initial_weights,neuron_outputs,matrix,report
10,hsgs,original,False,0.7,0.1,0.5,"[69.37513968115745, -7.925741406805567, 16.569101063365352, -11.72329906981834, -0.09081753623915123, 60.59753288946775, 40.84152974270295, 28.519232141692473, 41.24534515876429, -0.03172469463275571, 41.26496896290508, 41.20783545929638, 68.94971412080109, 68.56471665877939, 68.43552880483075, 27.081533817848612, 15.207870846453515, 68.44476626084553, 68.4082165050397, 68.76161664771243, -2.93637771430145, 68.54948630332461, 68.42319036809975, 68.92471983676899, 69.09669590218977, -67.97294650698669, 68.53457045864506, 68.73135721096277, 68.9903458543067, 69.34066139339673, -67.40744228082781, 68.64160291665422, 68.41057990693874, 69.23064032599414, 69.32661293777039, -67.94139652023244, 69.17144234456403, 69.26619903408474, 69.00961479833491, 69.27262718314454]","[0.16550140046578743, 0.414901772573252, 0.44812065750272334, 0.7749003758140172, 0.7963907007825485, 0.5223901280016119, 0.4606302961632769, 0.7782136015438966]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [8 1]]","              precision    recall  f1-score   support

         0.0       0.47      1.00      0.64         7
         1.0       1.00      0.11      0.20         9

    accuracy                           0.50        16
   macro avg       0.73      0.56      0.42        16
weighted avg       0.77      0.50      0.39        16
"
11,hsgs,original,True,0.7,0.1,0.4375,"[5.175139681157114, -0.12574140680557877, -0.030898936634616597, -0.32329906981836465, -0.09081753623915129, -0.00246711053284307, -0.1584702572973601, 4.119232141692338, 0.24534515876397364, -1.2317246946327556, 4.264968962904763, 0.8078354592960695, 4.749714120800728, 4.364716658779014, 4.2355288048303645, 0.08153381784849367, 8.00787084645354, 4.24476626084514, 4.208216505039314, 4.561616647712058, 0.06362228569855188, 4.349486303324231, 4.223190368099364, 4.724719836768632, 4.896695902189412, -3.772946506986274, 4.334570458644689, 4.5313572109624065, 4.790345854306335, 5.140661393396386, -3.2074422808273613, 4.44160291665385, 4.210579906938348, 5.0306403259938035, 5.126612937770055, -3.741396520232033, 4.971442344563681, 5.06619903408439, 4.809614798334558, 5.072627183144186, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015, -3.2000000000000015]","[0.16550140046578743, 0.414901772573252, 0.44812065750272334, 0.7749003758140172, 0.7963907007825485, 0.5223901280016119, 0.4606302961632769, 0.7782136015438966]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [7 2]]","              precision    recall  f1-score   support

         0.0       0.50      1.00      0.67         7
         1.0       1.00      0.22      0.36         9

    accuracy                           0.56        16
   macro avg       0.75      0.61      0.52        16
weighted avg       0.78      0.56      0.50        16
"
12,hsgs,original,False,0.8,0.02,0.5625,"[15.375139681156876, -1.3257414068055795, 4.169101063365383, -2.483299069818367, 0.9091824637608485, 12.997532889466969, 9.24152974270253, 6.31923214169229, 9.645345158763856, 0.16827530536724433, 9.624968962904644, 9.607835459295954, 14.949714120800497, 14.56471665877879, 14.435528804830145, 5.72153381784846, 4.007870846453554, 14.44476626084492, 14.408216505039094, 14.761616647711831, -0.7363777143014485, 14.54948630332401, 14.423190368099144, 14.924719836768402, 15.096695902189179, -13.972946506986064, 14.534570458644467, 14.73135721096218, 14.990345854306105, 15.340661393396148, -13.407442280827164, 14.641602916653627, 14.410579906938127, 15.23064032599357, 15.326612937769818, -13.941396520231823, 15.171442344563447, 15.266199034084154, 15.009614798334328, 15.27262718314395]","[0.16550140046578743, 0.414901772573252, 0.44812065750272334, 0.7749003758140172, 0.7963907007825485, 0.5223901280016119, 0.4606302961632769, 0.7782136015438966]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
13,hsgs,original,True,0.8,0.02,0.6875,"[12.615139681156935, -0.9257414068055793, 2.409101063365385, -1.0432990698183657, -0.05081753623915197, 10.237532889467028, 6.681529742702585, 5.959232141692298, 7.08534515876391, 0.008275305367244336, 7.344968962904693, 7.247835459296003, 12.189714120800556, 11.80471665877885, 11.675528804830204, 4.521533817848486, 2.447870846453553, 11.68476626084498, 11.648216505039153, 12.00161664771189, -0.016377714301448108, 11.789486303324068, 11.663190368099203, 12.16471983676846, 12.336695902189238, -11.212946506986123, 11.774570458644526, 11.971357210962239, 12.230345854306163, 12.580661393396207, -10.647442280827223, 11.881602916653685, 11.650579906938185, 12.470640325993628, 12.566612937769877, -11.181396520231882, 12.411442344563506, 12.506199034084213, 12.249614798334386, 12.512627183144009, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862, -10.639999999999862]","[0.16550140046578743, 0.414901772573252, 0.44812065750272334, 0.7749003758140172, 0.7963907007825485, 0.5223901280016119, 0.4606302961632769, 0.7782136015438966]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1]","[[4 3]
 [8 1]]","              precision    recall  f1-score   support

         0.0       0.33      0.57      0.42         7
         1.0       0.25      0.11      0.15         9

    accuracy                           0.31        16
   macro avg       0.29      0.34      0.29        16
weighted avg       0.29      0.31      0.27        16
"
14,hsgs,original,False,0.8,0.1,0.5625,"[73.07513968115724, -7.825741406805568, 20.269101063365405, -15.423299069818327, 1.0091824637608486, 64.29753288946779, 44.541529742703005, 28.819232141692478, 44.94534515876434, 0.2682753053672443, 44.96496896290513, 44.907835459296436, 72.64971412080088, 72.26471665877918, 72.13552880483054, 27.981533817848625, 16.907870846453527, 72.14476626084532, 72.1082165050395, 72.46161664771222, -4.036377714301451, 72.2494863033244, 72.12319036809954, 72.62471983676878, 72.79669590218955, -71.67294650698648, 72.23457045864485, 72.43135721096256, 72.69034585430649, 73.04066139339652, -71.1074422808276, 72.34160291665401, 72.11057990693853, 72.93064032599393, 73.02661293777018, -71.64139652023223, 72.87144234456382, 72.96619903408453, 72.7096147983347, 72.97262718314433]","[0.16550140046578743, 0.414901772573252, 0.44812065750272334, 0.7749003758140172, 0.7963907007825485, 0.5223901280016119, 0.4606302961632769, 0.7782136015438966]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
15,hsgs,original,True,0.8,0.1,0.5,"[57.17513968115766, -10.325741406805559, 14.369101063365349, -1.1232990698183647, -0.2908175362391513, 48.39753288946758, 28.841529742702782, 28.31923214169247, 29.24534515876412, -0.03172469463275576, 29.26496896290491, 33.00783545929627, 56.749714120801265, 56.36471665877954, 56.23552880483089, 20.48153381784852, 5.407870846453549, 56.24476626084567, 56.20821650503984, 56.56161664771259, -0.13637771430144813, 56.34948630332476, 56.22319036809989, 56.72471983676917, 56.896695902189954, -55.7729465069868, 56.33457045864522, 56.53135721096294, 56.79034585430687, 57.14066139339693, -55.20744228082788, 56.44160291665438, 56.210579906938875, 57.03064032599435, 57.1266129377706, -55.741396520232556, 56.971442344564224, 57.06619903408493, 56.8096147983351, 57.07262718314473, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514, -55.200000000000514]","[0.16550140046578743, 0.414901772573252, 0.44812065750272334, 0.7749003758140172, 0.7963907007825485, 0.5223901280016119, 0.4606302961632769, 0.7782136015438966]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [8 1]]","              precision    recall  f1-score   support

         0.0       0.47      1.00      0.64         7
         1.0       1.00      0.11      0.20         9

    accuracy                           0.50        16
   macro avg       0.73      0.56      0.42        16
weighted avg       0.77      0.50      0.39        16
"
16,hsgs,original,False,0.9,0.02,0.5625,"[15.775139681156867, -1.7257414068055799, 4.569101063365374, -2.723299069818367, 1.309182463760849, 13.39753288946696, 9.641529742702522, 6.719232141692282, 10.045345158763848, 0.5682753053672446, 9.864968962904639, 10.007835459295945, 15.349714120800488, 14.964716658778782, 14.835528804830137, 5.481533817848465, 4.407870846453545, 14.844766260844912, 14.808216505039086, 15.161616647711822, -1.1363777143014488, 14.949486303324, 14.823190368099135, 15.324719836768393, 15.49669590218917, -14.372946506986056, 14.934570458644458, 15.131357210962172, 15.390345854306096, 15.74066139339614, -13.807442280827155, 15.041602916653618, 14.810579906938118, 15.63064032599356, 15.72661293776981, -14.341396520231815, 15.571442344563438, 15.666199034084146, 15.409614798334319, 15.672627183143941]","[0.16550140046578743, 0.414901772573252, 0.44812065750272334, 0.7749003758140172, 0.7963907007825485, 0.5223901280016119, 0.4606302961632769, 0.7782136015438966]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
17,hsgs,original,True,0.9,0.02,0.5625,"[15.375139681156876, -1.3257414068055795, 4.169101063365383, -2.483299069818367, 0.9091824637608485, 12.997532889466969, 9.24152974270253, 6.31923214169229, 9.645345158763856, 0.16827530536724433, 9.624968962904644, 9.607835459295954, 14.949714120800497, 14.56471665877879, 14.435528804830145, 5.72153381784846, 4.007870846453554, 14.44476626084492, 14.408216505039094, 14.761616647711831, -0.7363777143014485, 14.54948630332401, 14.423190368099144, 14.924719836768402, 15.096695902189179, -13.972946506986064, 14.534570458644467, 14.73135721096218, 14.990345854306105, 15.340661393396148, -13.407442280827164, 14.641602916653627, 14.410579906938127, 15.23064032599357, 15.326612937769818, -13.941396520231823, 15.171442344563447, 15.266199034084154, 15.009614798334328, 15.27262718314395, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803, -13.399999999999803]","[0.16550140046578743, 0.414901772573252, 0.44812065750272334, 0.7749003758140172, 0.7963907007825485, 0.5223901280016119, 0.4606302961632769, 0.7782136015438966]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
18,hsgs,original,False,0.9,0.1,0.5625,"[74.97513968115713, -9.725741406805561, 22.16910106336543, -17.12329906981834, 2.90918246376085, 66.19753288946768, 46.44152974270303, 30.719232141692505, 46.84534515876437, 2.168275305367245, 46.66496896290516, 46.80783545929646, 74.54971412080077, 74.16471665877907, 74.03552880483043, 26.2815338178486, 18.807870846453554, 74.04476626084521, 74.00821650503939, 74.36161664771211, -5.936377714301444, 74.1494863033243, 74.02319036809943, 74.52471983676867, 74.69669590218945, -73.57294650698637, 74.13457045864475, 74.33135721096245, 74.59034585430638, 74.94066139339641, -73.00744228082749, 74.2416029166539, 74.01057990693842, 74.83064032599383, 74.92661293777007, -73.54139652023213, 74.77144234456371, 74.86619903408442, 74.60961479833459, 74.87262718314422]","[0.16550140046578743, 0.414901772573252, 0.44812065750272334, 0.7749003758140172, 0.7963907007825485, 0.5223901280016119, 0.4606302961632769, 0.7782136015438966]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
19,hsgs,original,True,0.9,0.1,0.5625,"[73.07513968115724, -7.825741406805568, 20.269101063365405, -15.423299069818327, 1.0091824637608486, 64.29753288946779, 44.541529742703005, 28.819232141692478, 44.94534515876434, 0.2682753053672443, 44.96496896290513, 44.907835459296436, 72.64971412080088, 72.26471665877918, 72.13552880483054, 27.981533817848625, 16.907870846453527, 72.14476626084532, 72.1082165050395, 72.46161664771222, -4.036377714301451, 72.2494863033244, 72.12319036809954, 72.62471983676878, 72.79669590218955, -71.67294650698648, 72.23457045864485, 72.43135721096256, 72.69034585430649, 73.04066139339652, -71.1074422808276, 72.34160291665401, 72.11057990693853, 72.93064032599393, 73.02661293777018, -71.64139652023223, 72.87144234456382, 72.96619903408453, 72.7096147983347, 72.97262718314433, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024, -71.10000000000024]","[0.16550140046578743, 0.414901772573252, 0.44812065750272334, 0.7749003758140172, 0.7963907007825485, 0.5223901280016119, 0.4606302961632769, 0.7782136015438966]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
20,phase-encoding,original,False,0.3,0.02,0.375,"[-4.867401321683766, -2.708404779740439, -3.4427804173056975, -5.129367571693814, -4.209286545711761, -10.349560733334245, -9.707438970477769, -10.308660312742662]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0]","[[7 0]
 [6 3]]","              precision    recall  f1-score   support

         0.0       0.54      1.00      0.70         7
         1.0       1.00      0.33      0.50         9

    accuracy                           0.62        16
   macro avg       0.77      0.67      0.60        16
weighted avg       0.80      0.62      0.59        16
"
21,phase-encoding,original,True,0.3,0.02,0.25,"[-4.403053495596808, -2.621738113073768, -2.9927804173056987, -4.369367571693827, -3.449286545711765, -8.569560733334283, -7.927438970477807, -8.5286603127427, -7.599999999999927, -7.599999999999927, -7.599999999999927, -7.599999999999927, -7.599999999999927, -7.599999999999927, -7.599999999999927, -7.599999999999927]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1]","[[6 1]
 [3 6]]","              precision    recall  f1-score   support

         0.0       0.67      0.86      0.75         7
         1.0       0.86      0.67      0.75         9

    accuracy                           0.75        16
   macro avg       0.76      0.76      0.75        16
weighted avg       0.77      0.75      0.75        16
"
22,phase-encoding,original,False,0.3,0.1,0.6375,"[-30.428270886901117, -17.32840477974042, -18.272780417305743, -31.879367571694075, -33.48928654571197, -62.469560733334994, -61.8274389704785, -62.42866031274341]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[[6 1]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.40      0.86      0.55         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.38        16
   macro avg       0.20      0.43      0.27        16
weighted avg       0.18      0.38      0.24        16
"
23,phase-encoding,original,True,0.3,0.1,0.625,"[-29.163053495596785, -17.095071446407083, -16.172780417305713, -30.37936757169405, -32.68928654571196, -58.86956073333494, -58.227438970478445, -58.82866031274336, -57.90000000000055, -57.90000000000055, -57.90000000000055, -57.90000000000055, -57.90000000000055, -57.90000000000055, -57.90000000000055, -57.90000000000055]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[6 1]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.40      0.86      0.55         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.38        16
   macro avg       0.20      0.43      0.27        16
weighted avg       0.18      0.38      0.24        16
"
24,phase-encoding,original,False,0.5,0.02,0.5625,"[-6.971749147770723, -3.728404779740443, -3.862780417305694, -7.339367571693759, -6.689286545711708, -14.36956073333416, -13.727438970477683, -14.328660312742576]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
25,phase-encoding,original,True,0.5,0.02,0.5625,"[-7.141314365162027, -3.841738113073776, -3.8927804173056937, -7.469367571693755, -7.0492865457117, -14.729560733334152, -14.087438970477676, -14.688660312742568, -13.759999999999796, -13.759999999999796, -13.759999999999796, -13.759999999999796, -13.759999999999796, -13.759999999999796, -13.759999999999796, -13.759999999999796]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
